chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
0.6388629446998147,0.5525686288421405,0.5261120061193388,0.4219540856861672,0.41930819094047056,0.4211907492977512,0.3040067415274111,0.40053270289202103,0.5597507086663138,0.5959659194211062,0.7439924071166488,0.5797613281604593,0.23554649089155702,0.46579037769119375,0.5803857678436846,0.5619178831722258,0.2968684048596173,0.357505097250428,0.4364597708547061,0.7163650045248247,0.41741521162632794,0.7526236952254555,0.6352434208811751,0.5866905938574772,0.5234918588636037,0.4014240646971563,0.6675312150048583,0.4386287154779963,0.4696270023029883,0.7555081374795506,0.4546719731624198,0.5798319661786001,0.5246325028205118,0.601879197435214,0.4599850270805537,0.3672534339697695,0.5132951022127028,0
0.7167778106056385,0.6149242095321348,0.6399475057060282,0.647010640802408,0.5129169539558344,0.3329911617038737,0.3187478584921761,0.28776909366083236,0.2091924404054667,0.2733661058993068,0.3899697797200812,0.46738608460201314,0.2970752864250621,0.3862921922838876,0.273179742713652,0.3334827469118817,0.33157614569120814,0.5941034059195738,0.632552976045197,0.35005266775400096,0.31596983623092906,0.5907642276009527,0.39058868312783596,0.6200020378605021,0.4235744285705773,0.2756239561200844,0.6860855754987297,0.1537130395012244,0.6417884093870115,0.46344152509592856,0.5795530605124537,0.4253384619252896,0.1357606551002012,0.7639981428772774,0.09017945494663038,0.5531527847465164,0.5809293454786458,1
0.4807675815460599,0.48965078115449395,0.6840355289763203,0.6407383438318995,0.590610020629942,0.6168098768163252,0.3945906652670097,0.34743379450264134,0.4243329875307223,0.5067909428409065,0.5174534066574642,0.33621329241369324,0.25652658614824253,0.34395106920770596,0.5934900124369931,0.4476866047101021,0.16730961559635033,0.31617625852626774,0.43806281503090333,0.6297749702198153,0.21457005991466396,0.8093920454662085,0.592073549904657,0.6717231459323803,0.6383018837337011,0.532479502099056,0.6803430037804421,0.49990537441644123,0.5538584431144029,0.6262847293175966,0.6206057610281427,0.5944362184636334,0.4222883915318387,0.7051471986552678,0.33778456118781497,0.5389344774621906,0.5252787449380039,0
0.2735148383202417,0.26023496068940255,0.481871231269684,0.65088777795033,0.5742610532412005,0.5587734533925923,0.49385360110677545,0.5389683967957264,0.5645422767419312,0.5153573811907294,0.42092814611674256,0.2794377545217017,0.23412463152007654,0.4947158065469239,0.6804403554864487,0.6370102263523572,0.32774900889002223,0.36647792771239596,0.3299950643205498,0.6102361011109046,0.36543713925227095,0.6472135936479618,0.6307572960332689,0.44596396790701526,0.6971526474378533,0.665491302039072,0.6220600010339532,0.772002402632856,0.32214642818736683,0.7031071725267084,0.3841579170899717,0.31636215710454335,0.6059552641232392,0.6166857686479768,0.5535368167857098,0.5681046578166327,0.34605702136547756,0
0.2005348905445328,0.18060656679036918,0.25362548947744334,0.2823867908560848,0.21664587976161948,0.2918830652549468,0.4599107761265928,0.7024944180287789,0.6440559803586752,0.4776137101211029,0.43317433520952964,0.25606205185232545,0.6039695822417535,0.3319353810707342,0.40618049590041205,0.39436074006545835,0.2820882328462627,0.7311325838307746,0.557838415308997,0.583276988084055,0.6345296958014441,0.7671826198521429,0.6759748625434913,0.5429163467166328,0.30466054798730247,0.6004223544726687,0.5657193444085727,0.4649946419643904,0.48349816934440004,0.6180827235196084,0.6515899170799362,0.3616425971861667,0.506364015512716,0.49359677135559327,0.4259492709151364,0.4463233398787365,0.34872503566972,1
0.42477170004293074,0.35195054367128237,0.45497575349289565,0.6212966462092742,0.6077582159907509,0.6732522921026731,0.5985982566960036,0.7049251204953179,0.6002800952890222,0.3888760941332523,0.3173802734343353,0.25064194826754627,0.03605265658062454,0.5991813673338795,0.7738024307729368,0.7932244969008282,0.34696178314797016,0.07847067139334851,0.2778828472837667,0.7197945000584959,0.45771016406522536,0.6082394486131708,0.6845451301080163,0.542020222244955,0.7015410983808912,0.771591846413541,0.6148164163265273,0.726277119358244,0.38228318183385585,0.6467686745324723,0.3960594903039217,0.32543486533232063,0.5594395763638991,0.6594610055762141,0.5911420987636504,0.5647523813975431,0.4478312418042919,0
0.18180906451030884,0.29779584924604613,0.2397501596450741,0.31078524260177737,0.527709464810458,0.7933089214164311,0.7032787021167474,0.48335089120400965,0.21747575461635915,0.14440167439272,0.0845024357674917,0.06307994475720463,0.25551192997042915,0.3986863226347687,0.46233413197923223,0.4319726543335464,0.25627534440935507,0.3799594783559338,0.445996300930377,0.6470533860752824,0.5260394042242952,0.6615714907149439,0.3071296550554251,0.6261823758896014,0.4356925426339617,0.6946527250526933,0.550581822533747,0.2916834478150752,0.45542121570578886,0.529728356799654,0.37177046687007126,0.2656339623176879,0.4324069575002839,0.4097689483082011,0.28795792429648615,0.5907316908449411,0.22245299174846211,1
0.5502951071982337,0.47488652786968194,0.5693665563824686,0.5355724821553013,0.4852710304024169,0.5688410035105148,0.4898721966209284,0.44295736642404615,0.43925614390615914,0.4949146555199918,0.5088818977554425,0.42850403884684596,0.27650008277145444,0.478234256154864,0.6567567742584668,0.5994843948144093,0.21249096469949647,0.35947569114566835,0.2902646983881195,0.6771590069386378,0.3785963279457898,0.7537968402684206,0.6067273753145783,0.7293996825534537,0.6369030788002893,0.6152846151590643,0.6185527831047171,0.4007309763121998,0.6347622914522565,0.643570471361051,0.6659617860611848,0.5639042494897137,0.5384825780676534,0.6485087437860959,0.33456815353205666,0.6195450819130344,0.45456136434412014,0
0.12957474687556383,0.06042220289104422,0.1603396164446573,0.2266343786182009,0.10141642678357697,0.10023785914724405,0.16575198346561143,0.3158706742195655,0.46037474591344435,0.7190832998379224,0.5990318897931804,0.2584587038002387,0.4985574849154679,0.548168457984872,0.4457050382083838,0.5588971583105624,0.5569317001622902,0.6298976232283167,0.43775669580570353,0.5235018292850777,0.4756829518239414,0.41267926834382107,0.2559987215225195,0.3775755707951767,0.33864194356912936,0.26005447070877885,0.45279322036106134,0.2997340876056454,0.5010756353866689,0.5014078379412543,0.3374612835083194,0.2733732609846576,0.35402853847970994,0.2808065458106903,0.28851337071210403,0.5681024136383204,0.11885293975525102,1
0.33074273161900647,0.5408297991476585,0.5185235188248035,0.5317225867418154,0.5148692405460003,0.5312135658917088,0.546923118339195,0.5308162296608698,0.4176729225433022,0.26373678249498067,0.2609397079063648,0.22566256946479704,0.20938054028410572,0.3056862222674755,0.4454969098054129,0.4376069252626807,0.20435229682517886,0.29452999969473004,0.42026915449243385,0.5085403483598802,0.6139386411474418,0.49499189176306024,0.5968841757407208,0.5038639065284051,0.4696146353878354,0.41282391524376955,0.4838290948717145,0.42945470460543556,0.20012411085801002,0.6523004581786207,0.3455652876398965,0.26697116452309666,0.41170013498201175,0.5271118295409754,0.29482902818627243,0.5520389359326716,0.36090910208141913,1
0.4531868854478166,0.6026691367182224,0.5830386614876432,0.4519255228287561,0.4730991234094687,0.5513993561486125,0.620066313519052,0.5504857164499348,0.4139986654315731,0.47997057469156923,0.489666251515672,0.3078748709078618,0.23715073476053358,0.6013101037850677,0.6928479395846521,0.7096423958274791,0.3788882662698398,0.5408675605400212,0.3575551064847159,0.4943961961365224,0.3819102312226084,0.5985427003565045,0.5562094744554636,0.2755761366697054,0.477137259541723,0.7366010261858648,0.5686589261297466,0.6451391645456528,0.4979578441510544,0.6316494096015535,0.08978397303457608,0.22125176094595855,0.7681413770669787,0.46785330422869154,0.535474386035185,0.6012045346568282,0.5141409143653204,0
0.48979824607611644,0.4955215663756372,0.5421543756380028,0.6325554392755807,0.48440572748919586,0.48446179859650323,0.4414356196745691,0.43462778557485193,0.44733755161502103,0.5464086131222543,0.5876738378529556,0.43301428454460067,0.1120842228691667,0.33977663175575784,0.4343418135485815,0.43387797396985434,0.2710090840531593,0.23147554879876253,0.40972224623357206,0.4685052207529446,0.5995914374772168,0.8161406893716852,0.4336431893370273,0.5320371418286164,0.44094040532545237,0.40665600784857997,0.6582218407541183,0.3585954055692965,0.41440034869890086,0.7506617236369276,0.5616406035117643,0.6434641776991654,0.40791312085607867,0.5905174030721733,0.6028875969783701,0.5164780721161791,0.6161424765610901,1
0.6332942707239867,0.4041165928595349,0.2914346876942834,0.34215935934768005,0.4213935567992564,0.4893193125350526,0.42037306357249293,0.4539330707342748,0.5161532900085397,0.5980196126373545,0.7316625763959926,0.5281346875827444,0.14657158588224445,0.4047151406220045,0.5323028067663691,0.5015975224580822,0.3152553237823943,0.3302530857149315,0.42599414820971243,0.5837083303225185,0.37497995513259663,0.8433610757513067,0.6029183874965003,0.47522932809845436,0.5228325264384135,0.4939635282768868,0.671449948322696,0.4505798029270191,0.46033515928673197,0.808717270182317,0.6468315566929864,0.6320751117811761,0.49030594613147527,0.5453026324443191,0.4184294747978617,0.5639794723607174,0.4924938254533303,0
0.436094563579041,0.5339529526334656,0.5523309068910235,0.6690887179621147,0.8013713803141507,0.8226929363224864,0.7373909671337655,0.5393481911556897,0.2877195000706765,0.29260719019319137,0.29430360381958653,0.23185721253234212,0.2951776026421348,0.4555522195099038,0.5567055158981946,0.5544483901868122,0.27951096561487015,0.5910725468306985,0.5879638224594872,0.5421590854348821,0.39560341257062526,0.7260742864121028,0.7001949620278359,0.636318150166525,0.44158106757009236,0.6980294985963222,0.8478186845103642,0.588365258212339,0.6804590002792699,0.5798371859395131,0.5173020019158012,0.3665825027324599,0.4300388718744831,0.7212030959403068,0.6891987366689304,0.37697945731770965,0.7043165787700928,0
0.44911775760772954,0.2440012528837321,0.1406739113765655,0.15189636551938823,0.07315254984547735,0.07214433119080575,0.050194283553641736,0.048243130297228404,0.29620927091874655,0.5141377621096341,0.5555335708430189,0.36592514945396337,0.45036745869575634,0.49187827161438596,0.38470364050702677,0.5000427316387615,0.38032398435522063,0.6739181508664694,0.35579058953502396,0.4811043088201391,0.6219539749810439,0.07667856274425844,0.32351618600232973,0.29265926713421453,0.30120077182859795,0.3889118339132076,0.44193302833072334,0.2588111774491173,0.5827311857766176,0.36241629518813345,0.37657616869959437,0.2688437195842194,0.5278101755230713,0.1956907442153729,0.4000685502702568,0.5866264575368327,0.15822889500019832,1
0.44115885910714836,0.5809245090493287,0.620300968592905,0.5393564309938406,0.3899349807974405,0.4292380419124648,0.5317383901521633,0.7300415749293399,0.6256790416018168,0.5250834852615417,0.49620496353152166,0.3421558417786177,0.23114409963695146,0.3313534438334243,0.49215856924929646,0.4387862139970274,0.2718234445627522,0.3055022644795392,0.46269839753126407,0.6465535726651561,0.4325872926210934,0.6585241044064492,0.35833564407667495,0.2261926420772386,0.3895941582005248,0.5121312285272056,0.4955752707715692,0.4881664792829055,0.35067175376711074,0.6016568856634134,0.34584178239004143,0.4265657898119171,0.5840949183787385,0.5891852783789588,0.4566249994386958,0.5833398233333742,0.5208233707487457,1
0.5731963826242389,0.31182690078099934,0.13436454587491395,0.22406410299281637,0.16880443589890942,0.13405408276962888,0.25404653416888007,0.2017045777877867,0.20787189007167634,0.41609184721907544,0.6764060857935262,0.539878488557489,0.5326517289261119,0.6213169625491273,0.3972908270866542,0.559955850452555,0.6151489988645007,0.6935450737935469,0.46968736257229626,0.40376887350792623,0.27311456300446973,0.4883108843782779,0.33795850135433075,0.24086986698711305,0.40616640223495404,0.4598352082724491,0.5323575027344805,0.16960348407379977,0.5390260347262344,0.5439219359706091,0.29745743728881446,0.245528170008244,0.4553825709467533,0.3354360558869537,0.25022833304853886,0.6970496208513339,0.05519740911453741,1
0.5517857974459925,0.6313504419429978,0.5567475786873384,0.5497953647323505,0.5776445504957822,0.6108655067226068,0.5260272593153006,0.5683296008041765,0.6937544867951975,0.6457869955930543,0.5803117554317876,0.37779871657860975,0.11043899780131408,0.5019022560595416,0.6349725473519583,0.6296161195740932,0.3932449779765446,0.16620232453846473,0.2750255181530361,0.7402569816495136,0.39438619589137924,0.5764891136928575,0.4727668872580528,0.3197412192330004,0.5228447370698894,0.5093306789997011,0.44769670653356625,0.48780189599808704,0.33862738515758983,0.700801575083868,0.44553500656971595,0.518244404479647,0.7777463919097283,0.5643691426873522,0.566851324542344,0.6760141310297871,0.5783828355138634,1
0.0881932690670704,0.0857891941932552,0.17582863152587228,0.23956689755478855,0.11723832149202969,0.1265271391666204,0.22850323042604442,0.41028744072978707,0.5720681543142025,0.5485642768734189,0.3922147802274014,0.14262798271063587,0.5854697906646679,0.5930620805026705,0.3807761883385403,0.5656726050632082,0.5871348071346061,0.7170643160087818,0.46244365600672166,0.43664636947343427,0.45106180090666825,0.31397199542585374,0.24934847362196916,0.35556130350557325,0.2583215766067306,0.27233691294475826,0.474045292846876,0.33178021049168976,0.5458084206102803,0.5009016201002143,0.3347387415041063,0.24540950237272052,0.3030956909524847,0.2656532010510161,0.2559858091922742,0.6023716476403009,0.07357638213731765,1
